gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NODE_12_length_3874_cov_400.364231_4	1758	2000	243	1	0.617	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_12_length_3874_cov_400.364231_5	2226	3437	1212	1	0.631	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_12_length_3874_cov_400.364231_6	3656	3874	219	1	0.671	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_13_length_3054_cov_3.961320_1	30	392	363	-1	0.669	11	None	GENOMAD.221055.VP	1.405e-07	51	0	0	0	1246	Caudoviricetes	NA	NA	TIGR02646	NA
NODE_13_length_3054_cov_3.961320_2	556	1185	630	-1	0.640	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_13_length_3054_cov_3.961320_3	1188	2339	1152	-1	0.656	11	GGA/GAG/AGG	GENOMAD.169158.VP	2.774e-104	344	0	0	0	1246	Caudoviricetes	NA	NA	PF13730;COG5529;TIGR04548	Pyocin large subunit
NODE_13_length_3054_cov_3.961320_4	2502	2741	240	-1	0.667	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_13_length_3054_cov_3.961320_5	2731	3054	324	-1	0.750	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_14_length_2882_cov_9.691900_1	1	2229	2229	-1	0.609	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_14_length_2882_cov_9.691900_2	2432	2707	276	-1	0.569	11	None	GENOMAD.171929.VC	2.673e-06	46	0	0	1	1246	Caudoviricetes	NA	NA	PF10109	Phage tail assembly chaperone proteins, E, or 41 or 14
NODE_14_length_2882_cov_9.691900_3	2786	2881	96	-1	0.562	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_15_length_2709_cov_1509.564054_1	1	219	219	-1	0.616	11	None	GENOMAD.086450.VV	7.83e-11	58	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_15_length_2709_cov_1509.564054_2	234	725	492	-1	0.593	11	None	GENOMAD.166228.VP	3.911e-23	98	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_15_length_2709_cov_1509.564054_3	716	1324	609	-1	0.639	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_15_length_2709_cov_1509.564054_4	1324	2640	1317	-1	0.636	11	AGxAG	GENOMAD.014890.VV	1.449e-14	79	0	0	0	1	NA	NA	NA	NA	NA
NODE_16_length_2709_cov_5.069706_1	2	259	258	1	0.694	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_16_length_2709_cov_5.069706_2	252	1745	1494	1	0.616	11	None	GENOMAD.048695.VV	1.419e-39	158	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_16_length_2709_cov_5.069706_3	1778	2707	930	1	0.623	11	GGA/GAG/AGG	GENOMAD.154899.VC	9.364e-62	217	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_17_length_2646_cov_4.914319_1	2	1168	1167	1	0.668	11	None	GENOMAD.038338.VV	2.079e-14	78	0	0	0	1246	Caudoviricetes	NA	NA	COG3392	NA
NODE_17_length_2646_cov_4.914319_2	1176	2645	1470	1	0.641	11	None	GENOMAD.178006.VP	6.345e-43	168	0	0	1	1246	Caudoviricetes	NA	NA	PF20441;PF03354;COG4626;TIGR01547	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
NODE_18_length_2476_cov_451.095828_1	1	405	405	1	0.595	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_18_length_2476_cov_451.095828_2	408	707	300	1	0.587	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_18_length_2476_cov_451.095828_3	715	1281	567	1	0.660	11	None	GENOMAD.220675.VP	7.995e-11	63	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_18_length_2476_cov_451.095828_4	1306	1899	594	-1	0.604	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_18_length_2476_cov_451.095828_5	1908	2216	309	-1	0.602	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_19_length_2423_cov_3.152449_1	3	1223	1221	-1	0.691	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_19_length_2423_cov_3.152449_2	1352	1561	210	1	0.619	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_19_length_2423_cov_3.152449_3	1649	1774	126	1	0.524	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_19_length_2423_cov_3.152449_4	1972	2097	126	1	0.587	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_19_length_2423_cov_3.152449_5	2201	2422	222	-1	0.622	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_20_length_2131_cov_4.066474_1	1	513	513	-1	0.622	11	AGGA	GENOMAD.096083.VP	1.782e-16	79	0	0	0	1246	Caudoviricetes	NA	NA	PF00574;K01358;TIGR00493;COG0740	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
NODE_20_length_2131_cov_4.066474_2	510	1847	1338	-1	0.641	11	None	GENOMAD.162059.VP	1.49e-27	120	0	0	1	1246	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
NODE_20_length_2131_cov_4.066474_3	1844	2131	288	-1	0.628	11	None	GENOMAD.159591.VP	7.693e-05	42	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_21_length_2084_cov_257.350419_1	46	165	120	-1	0.550	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_21_length_2084_cov_257.350419_2	162	551	390	-1	0.623	11	AGGAG	GENOMAD.203511.VV	1.367e-20	89	0	0	0	1	NA	NA	NA	NA	NA
NODE_21_length_2084_cov_257.350419_3	614	880	267	-1	0.640	11	None	GENOMAD.146394.VC	1.227e-12	64	0	0	0	1246	Caudoviricetes	NA	NA	PF12643;COG1694	NTP pyrophosphatase, house-cleaning of non-canonical NTPs
NODE_21_length_2084_cov_257.350419_4	1427	2083	657	-1	0.623	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_1	136	357	222	1	0.644	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_2	367	570	204	1	0.642	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_3	571	867	297	1	0.677	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_4	871	1035	165	1	0.691	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_5	1032	1313	282	1	0.628	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_6	1310	1678	369	1	0.604	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_22_length_1773_cov_329.644936_7	1675	1773	99	1	0.616	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_23_length_1744_cov_4.910598_1	3	263	261	1	0.736	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_23_length_1744_cov_4.910598_2	211	1590	1380	1	0.642	11	None	GENOMAD.090434.VV	1.457e-51	193	0	0	1	1246	Caudoviricetes	NA	NA	PF05065;TIGR01554;COG4653	phage major capsid protein, HK97 family
NODE_23_length_1744_cov_4.910598_3	1683	1742	60	1	0.583	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_24_length_1726_cov_136.152005_1	56	487	432	-1	0.646	11	None	GENOMAD.042607.VV	2.222e-11	63	0	0	0	1246	Caudoviricetes	NA	NA	PF00227;TIGR03692;COG5405	ATP-dependent protease HslVU, peptidase subunit
NODE_24_length_1726_cov_136.152005_2	484	579	96	-1	0.573	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_24_length_1726_cov_136.152005_3	576	851	276	-1	0.659	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_24_length_1726_cov_136.152005_4	1365	1724	360	-1	0.653	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_25_length_1648_cov_10.849969_1	1	1101	1101	-1	0.635	11	GGAG/GAGG	GENOMAD.209614.VP	3.276e-22	102	0	0	1	1246	Caudoviricetes	NA	NA	PF05954;K06905;COG3500;TIGR03361	Phage protein D
NODE_25_length_1648_cov_10.849969_2	1283	1504	222	-1	0.572	11	None	GENOMAD.159179.VP	1.754e-10	57	0	0	1	1246	Caudoviricetes	NA	NA	COG5004;K06370	P2-like prophage tail protein X
NODE_25_length_1648_cov_10.849969_3	1504	1647	144	-1	0.611	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_26_length_1570_cov_4395.965677_1	3	185	183	1	0.623	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_26_length_1570_cov_4395.965677_2	192	749	558	1	0.611	11	GGA/GAG/AGG	GENOMAD.219605.VP	7.645e-06	48	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_26_length_1570_cov_4395.965677_3	760	1569	810	1	0.640	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_27_length_1486_cov_11256.461915_1	1	690	690	-1	0.628	11	AGGA/GGAG/GAGG	GENOMAD.126233.VP	2e-15	78	0	0	0	1246	Caudoviricetes	NA	NA	TIGR02218;COG5449	phage conserved hypothetical protein BR0599
NODE_27_length_1486_cov_11256.461915_2	711	1484	774	-1	0.632	11	None	GENOMAD.097639.VV	2.723e-28	117	0	0	1	1246	Caudoviricetes	NA	NA	PF17289;TIGR01630;COG5362	phage uncharacterized protein (putative large terminase), C-terminal domain
NODE_28_length_1486_cov_10796.485674_1	1	690	690	-1	0.638	11	AGGA/GGAG/GAGG	GENOMAD.126233.VP	4.184e-17	83	0	0	0	1246	Caudoviricetes	NA	NA	TIGR02218;COG5449	phage conserved hypothetical protein BR0599
NODE_28_length_1486_cov_10796.485674_2	711	1484	774	-1	0.633	11	None	GENOMAD.097639.VV	2.723e-28	117	0	0	1	1246	Caudoviricetes	NA	NA	PF17289;TIGR01630;COG5362	phage uncharacterized protein (putative large terminase), C-terminal domain
NODE_29_length_1257_cov_1492.813644_1	3	329	327	1	0.630	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_29_length_1257_cov_1492.813644_2	326	604	279	1	0.613	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_29_length_1257_cov_1492.813644_3	601	1146	546	1	0.608	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_29_length_1257_cov_1492.813644_4	1143	1256	114	1	0.675	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_30_length_1193_cov_7.792619_1	2	1060	1059	1	0.628	11	None	GENOMAD.080691.VV	1.25e-23	106	0	0	0	1	NA	NA	NA	NA	NA
NODE_30_length_1193_cov_7.792619_2	1134	1193	60	1	0.617	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_31_length_1158_cov_16051.297371_1	3	743	741	-1	0.629	11	None	GENOMAD.023991.VV	1.912e-29	120	0	0	1	1246	Caudoviricetes	NA	NA	COG5410	Mu-like prophage FluMu protein gp28
NODE_31_length_1158_cov_16051.297371_2	1036	1158	123	-1	0.602	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_32_length_1152_cov_3.412033_1	1	1152	1152	1	0.622	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_33_length_1113_cov_8805.211720_1	3	212	210	1	0.605	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_33_length_1113_cov_8805.211720_2	246	536	291	-1	0.570	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_33_length_1113_cov_8805.211720_3	572	1111	540	-1	0.624	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_34_length_1110_cov_10773.561137_1	246	536	291	-1	0.567	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_34_length_1110_cov_10773.561137_2	572	1108	537	-1	0.637	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_35_length_1100_cov_483.208612_1	1	168	168	-1	0.589	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_35_length_1100_cov_483.208612_2	212	427	216	-1	0.620	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_35_length_1100_cov_483.208612_3	427	624	198	-1	0.621	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_35_length_1100_cov_483.208612_4	632	826	195	-1	0.621	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_35_length_1100_cov_483.208612_5	938	1099	162	-1	0.623	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_36_length_1013_cov_9563.459290_1	3	185	183	1	0.628	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_36_length_1013_cov_9563.459290_2	203	1012	810	1	0.619	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_37_length_809_cov_259.371353_1	2	643	642	1	0.654	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_38_length_747_cov_4930.424855_1	2	217	216	-1	0.644	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_38_length_747_cov_4930.424855_2	245	604	360	-1	0.650	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_39_length_661_cov_6.985149_1	2	661	660	1	0.629	11	None	GENOMAD.014890.VV	3.018e-19	89	0	0	0	1	NA	NA	NA	NA	NA
NODE_40_length_654_cov_2.998331_1	2	304	303	1	0.657	11	None	GENOMAD.220996.VP	8.011e-22	91	0	0	1	1	NA	NA	NA	PF05119;COG3747;TIGR01558	Phage terminase, small subunit
NODE_40_length_654_cov_2.998331_2	288	653	366	1	0.664	11	None	GENOMAD.159709.VV	3.826e-05	44	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
NODE_41_length_627_cov_1.632867_1	288	626	339	1	0.572	11	None	GENOMAD.124526.CP	1.205e-06	48	0	0	0	1	NA	NA	NF000402	PF16968;K18941;TIGR02915;COG4567	PEP-CTERM-box response regulator transcription factor
NODE_42_length_613_cov_1.032258_1	2	181	180	1	0.650	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_42_length_613_cov_1.032258_2	238	612	375	-1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_43_length_524_cov_2.115139_1	1	381	381	-1	0.659	11	GGAG/GAGG	GENOMAD.206139.VC	1.156e-78	256	0	0	0	1	NA	NA	NA	COG1579;K18642	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain
NODE_44_length_477_cov_19945.443128_1	3	476	474	-1	0.624	11	None	GENOMAD.039747.VV	3.546e-11	63	0	0	1	1246	Caudoviricetes	NA	NA	PF13264;TIGR01538	phage portal protein, SPP1 family
NODE_45_length_471_cov_1.384615_1	201	470	270	-1	0.719	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_46_length_464_cov_2.014670_1	2	67	66	-1	0.500	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_46_length_464_cov_2.014670_2	76	462	387	-1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_47_length_426_cov_17.660377_1	57	281	225	-1	0.569	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_48_length_361_cov_1.882353_1	3	140	138	-1	0.667	11	GGGGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_49_length_360_cov_0.944262_1	133	360	228	-1	0.654	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_50_length_347_cov_2.113014_1	210	347	138	-1	0.652	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_51_length_346_cov_0.982818_1	3	344	342	1	0.711	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_53_length_326_cov_0.749077_1	1	324	324	1	0.796	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_54_length_324_cov_0.669145_1	1	207	207	-1	0.773	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_55_length_321_cov_4.312030_1	2	241	240	-1	0.558	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_55_length_321_cov_4.312030_2	244	321	78	-1	0.603	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_56_length_318_cov_1.022814_1	3	317	315	1	0.717	11	None	GENOMAD.194923.PC	3.892e-47	164	0	0	0	1	NA	NA	NA	COG5343;TIGR02949	Anti-sigma-K factor RskA
NODE_57_length_317_cov_0.679389_1	1	63	63	-1	0.857	11	GGGGGT	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_58_length_313_cov_0.558140_1	2	313	312	1	0.497	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_61_length_290_cov_0.680851_1	1	132	132	-1	0.242	11	AAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_62_length_286_cov_0.705628_1	2	286	285	1	0.765	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_63_length_282_cov_0.814978_1	2	94	93	-1	0.763	11	GGGGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_64_length_281_cov_0.787611_1	2	280	279	-1	0.645	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_68_length_277_cov_0.792793_1	2	256	255	1	0.502	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_70_length_276_cov_0.692308_1	2	274	273	-1	0.806	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_71_length_276_cov_0.592760_1	3	275	273	1	0.612	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_72_length_275_cov_0.690909_1	3	275	273	-1	0.509	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_73_length_273_cov_1.321101_1	3	107	105	1	0.705	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_73_length_273_cov_1.321101_2	135	272	138	1	0.645	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_74_length_271_cov_0.800926_1	115	270	156	-1	0.506	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_75_length_270_cov_1.339535_1	3	269	267	-1	0.599	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_76_length_270_cov_0.893023_1	2	268	267	-1	0.581	11	None	GENOMAD.154852.PC	1.78e-09	55	0	0	0	1	NA	NA	NA	PF02433;K23275;TIGR00782;COG2993	cytochrome c oxidase, cbb3-type, subunit III
NODE_77_length_270_cov_0.846512_1	3	269	267	1	0.551	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_78_length_270_cov_0.813953_1	1	270	270	1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_79_length_267_cov_2.136792_1	2	238	237	-1	0.603	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_81_length_267_cov_0.839623_1	1	267	267	1	0.843	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_84_length_266_cov_1.786730_1	2	265	264	1	0.564	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_85_length_266_cov_0.838863_1	1	264	264	1	0.875	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_87_length_265_cov_0.904762_1	1	264	264	1	0.848	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_88_length_265_cov_0.838095_1	1	234	234	1	0.564	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_89_length_264_cov_1.837321_1	2	262	261	-1	0.609	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_90_length_264_cov_0.851675_1	2	145	144	1	0.806	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_93_length_264_cov_0.837321_1	3	110	108	1	0.713	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_93_length_264_cov_0.837321_2	107	262	156	-1	0.391	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_94_length_264_cov_0.818182_1	1	264	264	-1	0.852	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_95_length_263_cov_0.903846_1	3	263	261	-1	0.854	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_97_length_263_cov_0.812500_1	2	262	261	1	0.590	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_98_length_262_cov_0.927536_1	3	260	258	1	0.632	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_99_length_262_cov_0.835749_1	1	261	261	-1	0.766	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_100_length_262_cov_0.835749_1	1	150	150	1	0.660	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_102_length_262_cov_0.811594_1	124	261	138	1	0.688	11	GGGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_103_length_262_cov_0.700483_1	2	262	261	1	0.759	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_104_length_261_cov_2.796117_1	2	259	258	1	0.609	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_105_length_261_cov_0.834951_1	2	259	258	1	0.616	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_106_length_261_cov_0.815534_1	3	260	258	-1	0.802	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_107_length_261_cov_0.796117_1	1	99	99	1	0.828	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_108_length_260_cov_0.834146_1	60	260	201	1	0.592	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_110_length_259_cov_0.843137_1	91	258	168	1	0.494	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_111_length_259_cov_0.833333_1	2	259	258	-1	0.698	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_112_length_259_cov_0.833333_1	2	259	258	-1	0.535	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_113_length_259_cov_0.833333_1	1	258	258	1	0.946	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_114_length_259_cov_0.696078_1	3	203	201	1	0.522	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_115_length_258_cov_0.842365_1	2	256	255	-1	0.616	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_116_length_258_cov_0.832512_1	2	256	255	-1	0.553	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_117_length_258_cov_0.832512_1	2	253	252	1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_119_length_258_cov_0.748768_1	1	258	258	1	0.473	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_122_length_257_cov_0.831683_1	2	256	255	-1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_123_length_257_cov_0.801980_1	3	257	255	1	0.569	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_124_length_257_cov_0.727723_1	1	255	255	-1	0.737	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_126_length_255_cov_0.830000_1	2	253	252	1	0.952	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_127_length_255_cov_0.830000_1	3	254	252	-1	0.893	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_128_length_255_cov_0.830000_1	2	253	252	-1	0.655	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_129_length_255_cov_0.695000_1	2	253	252	-1	0.798	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_132_length_254_cov_0.844221_1	1	159	159	1	0.673	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_132_length_254_cov_0.844221_2	112	252	141	-1	0.504	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_135_length_253_cov_0.893939_1	1	252	252	-1	0.472	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_138_length_253_cov_0.833333_1	2	253	252	1	0.369	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_140_length_253_cov_0.828283_1	3	251	249	1	0.466	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_141_length_253_cov_0.813131_1	2	253	252	1	0.496	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_142_length_253_cov_0.656566_1	3	251	249	1	0.795	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_147_length_251_cov_0.831633_1	1	249	249	-1	0.675	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_148_length_251_cov_0.826531_1	1	249	249	1	0.578	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_150_length_250_cov_0.825641_1	1	249	249	1	0.574	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_151_length_249_cov_0.855670_1	1	249	249	1	0.550	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_152_length_249_cov_0.824742_1	25	249	225	-1	0.804	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_153_length_249_cov_0.768041_1	3	248	246	1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_154_length_249_cov_0.634021_1	1	249	249	1	0.586	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
