query	target	aligned_genes	percent_genes	aligned_length	percent_length	identity	score
NODE_edge_2+_length_45381_cov_280	CheckV-061836	1	1.54	682	4.98	28.5	194.37
NODE_edge_2+_length_45381_cov_280	CheckV-061703	1	1.54	682	4.98	28.5	194.37
NODE_edge_2+_length_45381_cov_280	CheckV-061944	1	1.54	682	4.98	28.5	194.37
NODE_edge_2+_length_45381_cov_280	CheckV-016621	1	1.54	682	4.98	28.5	194.37
NODE_edge_2+_length_45381_cov_280	CheckV-051446	1	1.54	542	3.96	35.8	194.04
NODE_edge_2+_length_45381_cov_280	CheckV-009248	2	3.08	514	3.76	37.72	193.88
NODE_edge_2+_length_45381_cov_280	CheckV-062280	1	1.54	682	4.98	28.4	193.69
NODE_edge_2+_length_45381_cov_280	CheckV-061340	1	1.54	682	4.98	28.4	193.69
NODE_edge_2+_length_45381_cov_280	CheckV-018244	1	1.54	682	4.98	28.4	193.69
NODE_edge_2+_length_45381_cov_280	CheckV-016446	1	1.54	682	4.98	28.4	193.69
NODE_edge_2+_length_45381_cov_280	CheckV-019120	2	3.08	528	3.86	36.67	193.62
NODE_edge_2+_length_45381_cov_280	CheckV-053995	1	1.54	561	4.1	34.5	193.54
NODE_edge_2+_length_45381_cov_280	CheckV-051540	1	1.54	561	4.1	34.5	193.54
NODE_edge_2+_length_45381_cov_280	CheckV-046463	1	1.54	561	4.1	34.5	193.54
NODE_edge_2+_length_45381_cov_280	CheckV-053994	1	1.54	561	4.1	34.5	193.54
NODE_edge_2+_length_45381_cov_280	CheckV-053415	1	1.54	561	4.1	34.5	193.54
NODE_edge_2+_length_45381_cov_280	CheckV-018877	1	1.54	682	4.98	28.3	193.01
NODE_edge_2+_length_45381_cov_280	CheckV-001880	1	1.54	682	4.98	28.3	193.01
NODE_edge_2+_length_45381_cov_280	CheckV-048518	1	1.54	561	4.1	34.4	192.98
NODE_edge_2+_length_45381_cov_280	CheckV-058525	1	1.54	561	4.1	34.4	192.98
NODE_edge_2+_length_45381_cov_280	CheckV-059983	1	1.54	561	4.1	34.4	192.98
NODE_edge_2+_length_45381_cov_280	CheckV-046644	1	1.54	542	3.96	35.6	192.95
NODE_edge_2+_length_45381_cov_280	CheckV-058646	1	1.54	542	3.96	35.6	192.95
NODE_edge_2+_length_45381_cov_280	CheckV-052300	1	1.54	542	3.96	35.6	192.95
NODE_edge_2+_length_45381_cov_280	CheckV-009579	1	1.54	595	4.35	32.4	192.78
NODE_edge_2+_length_45381_cov_280	CheckV-059658	1	1.54	542	3.96	35.5	192.41
NODE_edge_2+_length_45381_cov_280	CheckV-044143	1	1.54	542	3.96	35.5	192.41
NODE_edge_2+_length_45381_cov_280	CheckV-056282	1	1.54	542	3.96	35.5	192.41
NODE_edge_2+_length_45381_cov_280	CheckV-055993	1	1.54	542	3.96	35.5	192.41
NODE_edge_2+_length_45381_cov_280	CheckV-061706	1	1.54	682	4.98	28.2	192.32
NODE_edge_2+_length_45381_cov_280	CheckV-033085	1	1.54	682	4.98	28.2	192.32
NODE_edge_2+_length_45381_cov_280	CheckV-010011	1	1.54	542	3.96	35.4	191.87
NODE_edge_2+_length_45381_cov_280	CheckV-052308	1	1.54	542	3.96	35.4	191.87
NODE_edge_2+_length_45381_cov_280	CheckV-061670	1	1.54	682	4.98	28.1	191.64
NODE_edge_2+_length_45381_cov_280	CheckV-013438	1	1.54	682	4.98	28.1	191.64
NODE_edge_2+_length_45381_cov_280	CheckV-058734	1	1.54	542	3.96	35.3	191.33
NODE_edge_2+_length_45381_cov_280	CheckV-046485	1	1.54	542	3.96	35.3	191.33
NODE_edge_2+_length_45381_cov_280	CheckV-004996	1	1.54	561	4.1	34.1	191.3
NODE_edge_2+_length_45381_cov_280	CheckV-011430	1	1.54	682	4.98	28.0	190.96
NODE_edge_2+_length_45381_cov_280	CheckV-033140	1	1.54	682	4.98	28.0	190.96
NODE_edge_2+_length_45381_cov_280	CheckV-048972	1	1.54	542	3.96	35.2	190.78
NODE_edge_2+_length_45381_cov_280	CheckV-058509	1	1.54	542	3.96	35.2	190.78
NODE_edge_2+_length_45381_cov_280	CheckV-059176	1	1.54	561	4.1	34.0	190.74
NODE_edge_2+_length_45381_cov_280	CheckV-007109	1	1.54	682	4.98	27.9	190.28
NODE_edge_2+_length_45381_cov_280	CheckV-048654	1	1.54	542	3.96	35.1	190.24
NODE_edge_2+_length_45381_cov_280	CheckV-045089	1	1.54	542	3.96	35.1	190.24
NODE_edge_2+_length_45381_cov_280	CheckV-048977	1	1.54	542	3.96	35.1	190.24
NODE_edge_2+_length_45381_cov_280	CheckV-042246	1	1.54	542	3.96	35.1	190.24
NODE_edge_2+_length_45381_cov_280	CheckV-048004	1	1.54	542	3.96	35.1	190.24
NODE_edge_2+_length_45381_cov_280	CheckV-055289	1	1.54	542	3.96	35.1	190.24
NODE_edge_2+_length_45381_cov_280	CheckV-046103	1	1.54	561	4.1	33.9	190.18
NODE_edge_2+_length_45381_cov_280	CheckV-046154	1	1.54	561	4.1	33.9	190.18
NODE_edge_2+_length_45381_cov_280	CheckV-045623	1	1.54	561	4.1	33.9	190.18
NODE_edge_2+_length_45381_cov_280	CheckV-061641	1	1.54	682	4.98	27.8	189.6
NODE_edge_2+_length_45381_cov_280	CheckV-061485	1	1.54	682	4.98	27.8	189.6
NODE_edge_2+_length_45381_cov_280	CheckV-046453	2	3.08	401	2.93	47.11	188.91
NODE_edge_2+_length_45381_cov_280	CheckV-062282	1	1.54	682	4.98	27.7	188.91
NODE_edge_2+_length_45381_cov_280	CheckV-019260	1	1.54	682	4.98	27.7	188.91
NODE_edge_2+_length_45381_cov_280	CheckV-042003	1	1.54	682	4.98	27.7	188.91
NODE_edge_2+_length_45381_cov_280	CheckV-016379	1	1.54	682	4.98	27.7	188.91
NODE_edge_2+_length_45381_cov_280	CheckV-027989	1	1.54	477	3.48	39.6	188.89
NODE_edge_2+_length_45381_cov_280	CheckV-055312	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-055287	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-049737	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-053875	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-051933	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-051928	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-052193	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-059694	1	1.54	542	3.96	34.8	188.62
NODE_edge_2+_length_45381_cov_280	CheckV-017658	2	3.08	514	3.76	36.69	188.59
NODE_edge_2+_length_45381_cov_280	CheckV-061345	1	1.54	682	4.98	27.6	188.23
NODE_edge_2+_length_45381_cov_280	CheckV-020029	1	1.54	682	4.98	27.6	188.23
NODE_edge_2+_length_45381_cov_280	CheckV-016817	1	1.54	682	4.98	27.6	188.23
NODE_edge_2+_length_45381_cov_280	CheckV-019218	1	1.54	682	4.98	27.6	188.23
NODE_edge_2+_length_45381_cov_280	CheckV-040607	1	1.54	682	4.98	27.6	188.23
NODE_edge_2+_length_45381_cov_280	CheckV-055240	1	1.54	542	3.96	34.7	188.07
NODE_edge_2+_length_45381_cov_280	CheckV-046628	1	1.54	542	3.96	34.7	188.07
NODE_edge_2+_length_45381_cov_280	CheckV-059892	1	1.54	542	3.96	34.7	188.07
NODE_edge_2+_length_45381_cov_280	CheckV-053396	1	1.54	542	3.96	34.7	188.07
NODE_edge_2+_length_45381_cov_280	CheckV-054994	1	1.54	542	3.96	34.7	188.07
NODE_edge_2+_length_45381_cov_280	CheckV-053383	1	1.54	561	4.1	33.5	187.94
NODE_edge_2+_length_45381_cov_280	CheckV-032517	1	1.54	682	4.98	27.5	187.55
NODE_edge_2+_length_45381_cov_280	CheckV-010203	1	1.54	682	4.98	27.5	187.55
NODE_edge_2+_length_45381_cov_280	CheckV-032392	1	1.54	682	4.98	27.5	187.55
NODE_edge_2+_length_45381_cov_280	CheckV-008979	1	1.54	682	4.98	27.5	187.55
NODE_edge_2+_length_45381_cov_280	CheckV-040212	1	1.54	682	4.98	27.5	187.55
NODE_edge_2+_length_45381_cov_280	CheckV-056275	1	1.54	542	3.96	34.6	187.53
NODE_edge_2+_length_45381_cov_280	CheckV-013405	2	3.08	405	2.96	46.27	187.39
NODE_edge_2+_length_45381_cov_280	CheckV-049836	1	1.54	542	3.96	34.5	186.99
NODE_edge_2+_length_45381_cov_280	CheckV-055318	1	1.54	542	3.96	34.5	186.99
NODE_edge_2+_length_45381_cov_280	CheckV-058638	1	1.54	542	3.96	34.5	186.99
NODE_edge_2+_length_45381_cov_280	CheckV-059771	1	1.54	542	3.96	34.5	186.99
NODE_edge_2+_length_45381_cov_280	CheckV-001592	1	1.54	682	4.98	27.4	186.87
NODE_edge_2+_length_45381_cov_280	CheckV-039798	1	1.54	682	4.98	27.4	186.87
NODE_edge_2+_length_45381_cov_280	CheckV-016906	1	1.54	682	4.98	27.4	186.87
NODE_edge_2+_length_45381_cov_280	CheckV-029405	1	1.54	561	4.1	33.3	186.81
NODE_edge_2+_length_45381_cov_280	CheckV-053242	2	3.08	478	3.49	39.07	186.75
NODE_edge_2+_length_45381_cov_280	CheckV-007625	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-014559	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-057388	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-032990	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-041985	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-002466	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-057283	1	1.54	682	4.98	27.3	186.19
NODE_edge_2+_length_45381_cov_280	CheckV-019453	2	3.08	514	3.76	36.2	186.07
NODE_edge_2+_length_45381_cov_280	CheckV-055335	1	1.54	542	3.96	34.3	185.91
NODE_edge_2+_length_45381_cov_280	CheckV-055320	1	1.54	542	3.96	34.3	185.91
NODE_edge_2+_length_45381_cov_280	CheckV-056039	1	1.54	542	3.96	34.3	185.91
NODE_edge_2+_length_45381_cov_280	CheckV-060095	1	1.54	542	3.96	34.3	185.91
NODE_edge_2+_length_45381_cov_280	CheckV-019297	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-019014	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-016769	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-057802	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-028037	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-009330	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-041249	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-061489	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-040804	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-018850	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-051963	1	1.54	682	4.98	27.2	185.5
NODE_edge_2+_length_45381_cov_280	CheckV-004791	2	3.08	514	3.76	36.06	185.35
NODE_edge_2+_length_45381_cov_280	CheckV-011760	1	1.54	595	4.35	31.1	185.04
NODE_edge_2+_length_45381_cov_280	CheckV-039509	1	1.54	527	3.85	35.1	184.98
NODE_edge_2+_length_45381_cov_280	CheckV-007590	1	1.54	682	4.98	27.1	184.82
NODE_edge_2+_length_45381_cov_280	CheckV-007111	1	1.54	682	4.98	27.1	184.82
NODE_edge_2+_length_45381_cov_280	CheckV-062409	1	1.54	682	4.98	27.1	184.82
NODE_edge_2+_length_45381_cov_280	CheckV-017414	1	1.54	682	4.98	27.1	184.82
NODE_edge_2+_length_45381_cov_280	CheckV-031174	1	1.54	682	4.98	27.1	184.82
NODE_edge_2+_length_45381_cov_280	CheckV-016437	1	1.54	682	4.98	27.1	184.82
NODE_edge_2+_length_45381_cov_280	CheckV-060893	1	1.54	561	4.1	32.9	184.57
NODE_edge_2+_length_45381_cov_280	CheckV-062106	1	1.54	561	4.1	32.9	184.57
NODE_edge_2+_length_45381_cov_280	CheckV-054908	1	1.54	595	4.35	31.0	184.45
NODE_edge_2+_length_45381_cov_280	CheckV-008345	2	3.08	478	3.49	38.56	184.32
NODE_edge_2+_length_45381_cov_280	CheckV-028067	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-012941	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-057429	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-040260	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-000484	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-041754	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-041502	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-011683	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-057615	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-018799	1	1.54	682	4.98	27.0	184.14
NODE_edge_2+_length_45381_cov_280	CheckV-004892	1	1.54	595	4.35	30.9	183.85
NODE_edge_2+_length_45381_cov_280	CheckV-017878	1	1.54	595	4.35	30.9	183.85
NODE_edge_2+_length_45381_cov_280	CheckV-053416	1	1.54	542	3.96	33.9	183.74
NODE_edge_2+_length_45381_cov_280	CheckV-005458	1	1.54	477	3.48	38.5	183.65
NODE_edge_2+_length_45381_cov_280	CheckV-049778	2	3.08	478	3.49	38.4	183.55
NODE_edge_2+_length_45381_cov_280	CheckV-011722	1	1.54	682	4.98	26.9	183.46
NODE_edge_2+_length_45381_cov_280	CheckV-061532	1	1.54	682	4.98	26.9	183.46
NODE_edge_2+_length_45381_cov_280	CheckV-005929	1	1.54	682	4.98	26.9	183.46
NODE_edge_2+_length_45381_cov_280	CheckV-039723	1	1.54	682	4.98	26.9	183.46
NODE_edge_2+_length_45381_cov_280	CheckV-040749	1	1.54	682	4.98	26.9	183.46
NODE_edge_2+_length_45381_cov_280	CheckV-007481	1	1.54	682	4.98	26.9	183.46
NODE_edge_2+_length_45381_cov_280	CheckV-007591	1	1.54	682	4.98	26.8	182.78
NODE_edge_2+_length_45381_cov_280	CheckV-039914	1	1.54	682	4.98	26.8	182.78
NODE_edge_2+_length_45381_cov_280	CheckV-061690	1	1.54	682	4.98	26.8	182.78
NODE_edge_2+_length_45381_cov_280	CheckV-061705	1	1.54	682	4.98	26.8	182.78
NODE_edge_2+_length_45381_cov_280	CheckV-040190	1	1.54	682	4.98	26.8	182.78
NODE_edge_2+_length_45381_cov_280	CheckV-039880	1	1.54	682	4.98	26.8	182.78
NODE_edge_2+_length_45381_cov_280	CheckV-008537	2	3.08	514	3.76	35.45	182.21
NODE_edge_2+_length_45381_cov_280	CheckV-013437	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-033261	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-012755	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-015795	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-003344	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-041598	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-057116	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-040947	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-041556	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-013402	1	1.54	682	4.98	26.7	182.09
NODE_edge_2+_length_45381_cov_280	CheckV-052186	1	1.54	477	3.48	38.1	181.74
NODE_edge_2+_length_45381_cov_280	CheckV-051153	2	3.08	478	3.49	37.99	181.59
NODE_edge_2+_length_45381_cov_280	CheckV-061777	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-062398	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-062084	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-062171	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-041834	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-041728	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-011614	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-057270	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-035283	1	1.54	682	4.98	26.6	181.41
NODE_edge_2+_length_45381_cov_280	CheckV-052265	1	1.54	477	3.48	38.0	181.26
NODE_edge_2+_length_45381_cov_280	CheckV-014944	2	3.08	514	3.76	35.22	181.03
NODE_edge_2+_length_45381_cov_280	CheckV-048421	1	1.54	527	3.85	34.3	180.76
NODE_edge_2+_length_45381_cov_280	CheckV-014458	1	1.54	682	4.98	26.5	180.73
NODE_edge_2+_length_45381_cov_280	CheckV-008247	1	1.54	682	4.98	26.5	180.73
NODE_edge_2+_length_45381_cov_280	CheckV-001417	1	1.54	682	4.98	26.5	180.73
NODE_edge_2+_length_45381_cov_280	CheckV-061437	1	1.54	682	4.98	26.5	180.73
NODE_edge_2+_length_45381_cov_280	CheckV-026784	1	1.54	682	4.98	26.5	180.73
NODE_edge_2+_length_45381_cov_280	CheckV-035434	1	1.54	682	4.98	26.5	180.73
NODE_edge_2+_length_45381_cov_280	CheckV-012239	1	1.54	561	4.1	32.2	180.64
NODE_edge_2+_length_45381_cov_280	CheckV-003861	1	1.54	595	4.35	30.3	180.28
NODE_edge_2+_length_45381_cov_280	CheckV-031021	1	1.54	527	3.85	34.2	180.23
NODE_edge_2+_length_45381_cov_280	CheckV-019495	1	1.54	682	4.98	26.4	180.05
NODE_edge_2+_length_45381_cov_280	CheckV-020771	1	1.54	682	4.98	26.4	180.05
NODE_edge_2+_length_45381_cov_280	CheckV-010558	1	1.54	527	3.85	34.1	179.71
NODE_edge_2+_length_45381_cov_280	CheckV-045123	1	1.54	527	3.85	34.1	179.71
NODE_edge_2+_length_45381_cov_280	CheckV-061273	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-020824	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-012488	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-056962	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-009056	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-041302	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-033050	1	1.54	682	4.98	26.3	179.37
NODE_edge_2+_length_45381_cov_280	CheckV-002138	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-040644	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-005920	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-062024	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-061627	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-061804	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-057210	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-013029	1	1.54	682	4.98	26.2	178.68
NODE_edge_2+_length_45381_cov_280	CheckV-009870	1	1.54	561	4.1	31.8	178.4
NODE_edge_2+_length_45381_cov_280	CheckV-018015	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-017735	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-014302	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-061481	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-040525	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-051987	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-001356	1	1.54	682	4.98	26.1	178.0
NODE_edge_2+_length_45381_cov_280	CheckV-049779	2	3.08	478	3.49	37.21	177.86
NODE_edge_2+_length_45381_cov_280	CheckV-052304	1	1.54	477	3.48	37.2	177.44
NODE_edge_2+_length_45381_cov_280	CheckV-052305	1	1.54	477	3.48	37.2	177.44
NODE_edge_2+_length_45381_cov_280	CheckV-016602	1	1.54	682	4.98	26.0	177.32
NODE_edge_2+_length_45381_cov_280	CheckV-039637	1	1.54	682	4.98	26.0	177.32
NODE_edge_2+_length_45381_cov_280	CheckV-058060	1	1.54	682	4.98	26.0	177.32
NODE_edge_2+_length_45381_cov_280	CheckV-008016	1	1.54	682	4.98	26.0	177.32
NODE_edge_2+_length_45381_cov_280	CheckV-006244	1	1.54	682	4.98	26.0	177.32
NODE_edge_2+_length_45381_cov_280	CheckV-040037	1	1.54	682	4.98	26.0	177.32
NODE_edge_2+_length_45381_cov_280	CheckV-017998	1	1.54	595	4.35	29.7	176.72
NODE_edge_2+_length_45381_cov_280	CheckV-007466	1	1.54	682	4.98	25.9	176.64
NODE_edge_2+_length_45381_cov_280	CheckV-039787	1	1.54	682	4.98	25.9	176.64
NODE_edge_2+_length_45381_cov_280	CheckV-041511	1	1.54	682	4.98	25.9	176.64
NODE_edge_2+_length_45381_cov_280	CheckV-016644	1	1.54	682	4.98	25.9	176.64
NODE_edge_2+_length_45381_cov_280	CheckV-040936	1	1.54	682	4.98	25.9	176.64
NODE_edge_2+_length_45381_cov_280	CheckV-061440	1	1.54	682	4.98	25.9	176.64
NODE_edge_2+_length_45381_cov_280	CheckV-020450	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-018608	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-041305	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-056139	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-040114	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-041677	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-060242	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-040318	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-041905	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-020848	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-041073	1	1.54	682	4.98	25.8	175.96
NODE_edge_2+_length_45381_cov_280	CheckV-029792	1	1.54	682	4.98	25.7	175.27
NODE_edge_2+_length_45381_cov_280	CheckV-057515	1	1.54	682	4.98	25.7	175.27
NODE_edge_2+_length_45381_cov_280	CheckV-030014	1	1.54	682	4.98	25.7	175.27
NODE_edge_2+_length_45381_cov_280	CheckV-000863	2	3.08	442	3.23	39.65	175.25
NODE_edge_2+_length_45381_cov_280	CheckV-052003	1	1.54	595	4.35	29.4	174.93
NODE_edge_2+_length_45381_cov_280	CheckV-032345	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-057860	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-062235	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-057248	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-008597	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-029822	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-016755	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-040678	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-041509	1	1.54	682	4.98	25.6	174.59
NODE_edge_2+_length_45381_cov_280	CheckV-033414	1	1.54	561	4.1	31.1	174.47
NODE_edge_2+_length_45381_cov_280	CheckV-059641	1	1.54	477	3.48	36.5	174.1
NODE_edge_2+_length_45381_cov_280	CheckV-051931	1	1.54	542	3.96	32.1	173.98
NODE_edge_2+_length_45381_cov_280	CheckV-006359	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-040149	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-057012	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-056946	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-014751	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-061921	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-040455	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-057354	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-056990	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-013573	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-060350	1	1.54	682	4.98	25.5	173.91
NODE_edge_2+_length_45381_cov_280	CheckV-009892	2	3.08	514	3.76	33.77	173.58
NODE_edge_2+_length_45381_cov_280	CheckV-032801	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-041133	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-016420	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-039789	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-011953	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-061429	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-013238	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-016350	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-056849	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-038568	1	1.54	682	4.98	25.4	173.23
NODE_edge_2+_length_45381_cov_280	CheckV-049702	1	1.54	542	3.96	31.9	172.9
NODE_edge_2+_length_45381_cov_280	CheckV-007273	2	3.08	564	4.12	30.64	172.81
NODE_edge_2+_length_45381_cov_280	CheckV-056160	1	1.54	682	4.98	25.3	172.55
